Time,Patch,mWW,mWH,mWR,mWB,mHH,mHR,mHB,mRR,mRB,mBB,fWW,fWH,fWR,fWB,fHH,fHR,fHB,fRR,fRB,fBB
2164,1,291,82,0,0,147,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
2164,2,1319,391,0,0,752,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0
2165,1,297,88,0,0,150,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0
2165,2,1327,392,0,0,726,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0
2166,1,308,90,0,0,166,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
2166,2,1329,378,0,0,681,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0
2167,1,328,102,0,0,159,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0
2167,2,1300,365,0,0,652,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0
2168,1,305,92,0,0,140,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
2168,2,1340,372,0,0,640,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0
2169,1,289,89,0,0,118,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
2169,2,1320,403,0,0,623,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0
2170,1,300,98,0,0,133,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0
2170,2,1300,432,0,0,579,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0
2171,1,293,102,0,0,137,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
2171,2,1309,424,0,0,549,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0
2172,1,302,97,0,0,141,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0
2172,2,1300,419,0,0,519,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0
2173,1,304,111,0,0,135,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
2173,2,1278,424,0,0,503,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0
2174,1,277,117,0,0,121,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0
2174,2,1281,424,0,0,491,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0
2175,1,292,131,0,0,110,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
2175,2,1269,429,0,0,482,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0
2176,1,289,125,0,0,87,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0
2176,2,1245,441,0,0,475,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0
2177,1,305,117,0,0,97,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0
2177,2,1228,446,0,0,449,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0
2178,1,275,111,0,0,94,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0
2178,2,1232,461,0,0,435,0,0,0,0,0,0,507,0,0,0,0,0,0,0,0
2179,1,264,108,0,0,94,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
2179,2,1230,456,0,0,417,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0
2180,1,275,103,0,0,512,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
2180,2,1204,466,0,0,985,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0
2181,1,290,101,0,0,446,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
2181,2,1158,460,0,0,993,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0
2182,1,305,118,0,0,404,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0
2182,2,1134,453,0,0,992,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0
2183,1,294,111,0,0,365,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
2183,2,1127,462,0,0,979,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0
2184,1,272,104,0,0,323,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0
2184,2,1139,476,0,0,975,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0
2185,1,255,100,0,0,298,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
2185,2,1123,490,0,0,957,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0
2186,1,271,107,0,0,270,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0
2186,2,1116,479,0,0,950,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0
2187,1,261,101,0,0,255,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
2187,2,1126,490,0,0,913,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0
2188,1,265,101,0,0,245,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0
2188,2,1111,512,0,0,869,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0
2189,1,263,111,0,0,221,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
2189,2,1100,502,0,0,852,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0
2190,1,268,112,0,0,225,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0
2190,2,1089,502,0,0,814,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0
2191,1,282,116,0,0,205,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0
2191,2,1064,483,0,0,797,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0
2192,1,307,107,0,0,192,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
2192,2,1060,492,0,0,764,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0
2193,1,286,121,0,0,194,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
2193,2,1083,471,0,0,724,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0
2194,1,280,108,0,0,189,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
2194,2,1057,468,0,0,702,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0
2195,1,283,93,0,0,181,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
2195,2,1059,474,0,0,682,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0
2196,1,272,97,0,0,170,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0
2196,2,1064,486,0,0,664,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0
2197,1,281,102,0,0,171,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0
2197,2,1050,468,0,0,635,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0
2198,1,272,102,0,1,157,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0
2198,2,1060,467,0,0,609,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0
2199,1,258,127,0,1,165,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
2199,2,1075,444,0,0,574,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0
2200,1,260,131,0,1,141,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0
2200,2,1060,449,0,0,565,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0
2201,1,234,139,0,0,138,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0
2201,2,1064,472,0,2,535,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0
2202,1,215,122,0,0,128,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0
2202,2,1062,497,0,2,514,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0
2203,1,231,140,0,0,135,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0
2203,2,1034,477,0,2,487,0,0,0,0,0,0,507,0,0,0,0,0,0,0,0
2204,1,216,143,0,0,119,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0
2204,2,1033,476,0,2,484,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0
2205,1,232,133,0,0,115,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0
2205,2,990,500,0,2,469,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0
2206,1,248,138,0,0,114,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
2206,2,967,479,0,2,448,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0
2207,1,246,139,0,0,105,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0
2207,2,960,491,0,2,435,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0
2208,1,237,141,0,0,101,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
2208,2,949,483,0,2,421,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0
2209,1,221,129,0,0,90,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0
2209,2,966,486,0,2,415,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0
2210,1,209,123,0,0,523,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0
2210,2,966,496,0,2,962,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0
2211,1,214,122,0,0,458,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0
2211,2,960,502,0,1,970,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0
2212,1,198,131,0,0,390,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0
2212,2,993,506,0,1,986,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0
2213,1,204,144,0,0,333,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0
2213,2,996,485,0,1,998,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0
2214,1,210,129,0,0,313,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0
2214,2,1004,495,0,1,974,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0
2215,1,210,128,0,0,305,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0
2215,2,959,501,0,1,946,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0
2216,1,212,123,0,0,266,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0
2216,2,959,526,0,1,952,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0
2217,1,217,124,0,0,257,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
2217,2,933,537,0,1,922,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0
2218,1,230,124,0,0,251,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0
2218,2,923,536,0,1,874,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0
2219,1,238,129,0,0,238,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0
2219,2,914,537,0,1,849,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0
2220,1,236,141,0,0,219,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0
2220,2,922,520,0,1,824,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0
2221,1,220,135,0,0,192,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0
2221,2,931,518,0,1,813,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0
2222,1,242,125,0,0,204,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0
2222,2,893,516,0,1,769,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0
2223,1,234,125,0,0,180,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0
2223,2,875,522,0,0,767,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0
2224,1,214,131,0,0,174,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0
2224,2,874,511,0,0,739,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0
2225,1,222,133,0,0,187,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0
2225,2,866,519,0,0,702,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0
2226,1,246,132,0,0,188,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0
2226,2,836,514,0,0,660,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0
2227,1,248,145,0,0,189,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0
2227,2,826,499,0,0,632,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0
2228,1,229,145,0,0,175,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
2228,2,823,505,0,1,612,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0
2229,1,234,153,0,0,168,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0
2229,2,814,525,0,1,586,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0
2230,1,220,155,0,0,155,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0
2230,2,802,538,0,1,565,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0
2231,1,217,151,0,0,155,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0
2231,2,782,538,0,1,537,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0
2232,1,196,129,0,0,150,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0
2232,2,791,564,0,1,517,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0
2233,1,195,121,0,0,146,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0
2233,2,786,568,0,1,501,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0
2234,1,183,128,0,0,148,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0
2234,2,780,560,0,1,476,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0
2235,1,175,126,0,0,130,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0
2235,2,772,560,0,1,476,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0
2236,1,162,126,0,0,132,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0
2236,2,775,551,0,1,457,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0
2237,1,160,131,0,0,132,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
2237,2,777,559,0,1,448,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
2238,1,183,127,0,0,127,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0
2238,2,750,556,0,1,436,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0
2239,1,170,125,0,0,102,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0
2239,2,756,558,0,1,438,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0
2240,1,186,128,0,0,546,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0
2240,2,742,556,0,1,975,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0
2241,1,193,137,0,0,486,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0
2241,2,734,560,1,1,968,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0
2242,1,198,139,0,0,433,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0
2242,2,735,558,0,1,982,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0
2243,1,188,134,0,0,373,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0
2243,2,739,563,0,1,993,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0
2244,1,186,127,0,0,357,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0
2244,2,742,567,0,1,956,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
2245,1,171,130,0,0,321,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
2245,2,737,561,0,1,944,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0
2246,1,180,139,0,1,307,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
2246,2,740,553,0,0,905,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0
2247,1,186,125,0,1,286,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0
2247,2,728,578,0,0,886,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0
2248,1,206,123,0,1,279,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0
2248,2,714,569,0,0,847,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0
2249,1,212,131,0,1,293,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0
2249,2,701,567,0,0,792,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0
2250,1,200,143,0,1,280,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0
2250,2,686,557,0,0,762,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0
2251,1,194,140,0,1,250,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0
2251,2,685,564,0,0,745,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0
2252,1,171,139,0,1,219,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0
2252,2,703,553,0,0,739,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0
2253,1,175,141,0,1,206,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0
2253,2,708,571,0,0,713,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0
2254,1,162,148,0,1,184,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0
2254,2,709,563,0,0,717,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0
2255,1,171,139,0,1,166,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0
2255,2,692,569,0,0,708,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0
2256,1,153,132,0,0,154,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0
2256,2,693,565,0,1,692,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0
2257,1,156,143,0,0,151,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
2257,2,668,541,0,1,667,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0
2258,1,167,147,0,0,145,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0
2258,2,668,528,0,1,649,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0
2259,1,171,135,0,1,142,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0
2259,2,660,543,0,0,614,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0
2260,1,171,129,0,1,134,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0
2260,2,660,547,0,0,598,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0
2261,1,167,129,0,0,133,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0
2261,2,639,543,0,1,582,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0
2262,1,153,132,0,0,139,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0
2262,2,634,541,0,1,561,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0
2263,1,180,137,0,0,139,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0
2263,2,615,543,0,1,539,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0
2264,1,165,138,0,0,134,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0
2264,2,621,533,0,1,528,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0
2265,1,172,146,0,0,135,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0
2265,2,615,521,0,1,498,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0
2266,1,170,147,0,0,131,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0
2266,2,606,525,0,1,478,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0
2267,1,149,141,0,0,120,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0
2267,2,635,529,0,1,465,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0
2268,1,153,138,0,0,114,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
2268,2,621,517,0,1,456,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0
2269,1,167,134,0,0,111,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0
2269,2,603,520,0,1,447,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0
2270,1,159,140,0,0,524,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0
2270,2,594,516,0,1,1011,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0
2271,1,146,131,0,1,456,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0
2271,2,599,510,0,0,1034,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0
2272,1,137,150,0,1,392,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
2272,2,595,501,0,0,1055,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0
2273,1,160,155,0,1,379,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0
2273,2,585,503,0,0,1006,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0
2274,1,146,150,0,1,345,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
2274,2,585,504,0,0,990,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0
2275,1,132,134,0,1,311,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
2275,2,575,525,0,0,980,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0
2276,1,130,147,0,1,287,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0
2276,2,569,514,0,0,948,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0
2277,1,132,145,0,0,241,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0
2277,2,567,524,0,1,941,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0
2278,1,134,150,0,0,235,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0
2278,2,548,511,0,1,895,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0
2279,1,132,157,0,0,229,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0
2279,2,543,510,0,1,858,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0
2280,1,150,160,0,0,249,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0
2280,2,532,504,0,1,801,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0
2281,1,151,158,0,0,247,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0
2281,2,524,505,0,1,775,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0
2282,1,127,149,0,0,237,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0
2282,2,528,504,0,1,751,0,0,0,0,0,0,507,0,0,0,0,0,0,0,0
2283,1,124,149,0,0,213,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0
2283,2,527,518,0,1,731,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0
2284,1,129,156,0,1,196,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0
2284,2,519,511,0,0,708,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0
2285,1,134,143,0,1,193,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0
2285,2,505,523,0,0,682,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0
2286,1,134,157,0,1,190,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0
2286,2,505,497,0,0,656,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0
2287,1,124,152,0,1,181,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0
2287,2,500,493,0,0,647,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0
2288,1,128,140,0,0,170,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0
2288,2,484,489,0,1,629,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0
2289,1,111,127,0,0,159,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
2289,2,493,507,0,1,613,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0
2290,1,117,112,0,0,151,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
2290,2,480,528,0,0,595,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0
2291,1,119,102,0,0,154,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0
2291,2,474,519,0,0,565,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0
2292,1,119,120,0,0,160,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0
2292,2,470,495,0,0,540,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0
2293,1,116,114,0,0,148,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0
2293,2,464,509,0,0,528,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0
2294,1,120,120,0,0,144,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
2294,2,452,485,0,0,508,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0
2295,1,105,117,0,0,128,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0
2295,2,446,472,0,0,511,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0
2296,1,98,116,0,0,119,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0
2296,2,451,463,0,0,500,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0
2297,1,100,111,0,0,114,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
2297,2,459,473,0,0,480,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0
2298,1,101,114,0,0,113,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0
2298,2,444,492,0,0,455,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0
2299,1,97,106,0,1,125,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0
2299,2,435,506,0,0,423,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0
2300,1,101,114,0,1,532,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
2300,2,426,480,0,0,1001,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0
2301,1,113,127,0,1,458,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
2301,2,413,478,0,0,1018,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0
2302,1,123,132,0,0,407,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0
2302,2,396,461,0,1,1014,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0
2303,1,121,146,0,0,388,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
2303,2,392,432,0,1,989,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0
2304,1,106,151,0,0,346,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
2304,2,397,422,0,1,983,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0
2305,1,98,146,0,0,311,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
2305,2,394,435,0,1,958,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0
2306,1,85,138,0,0,289,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
2306,2,410,441,0,1,939,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0
2307,1,88,129,0,0,268,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
2307,2,406,434,0,1,921,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0
2308,1,86,123,0,0,258,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0
2308,2,394,431,0,1,887,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0
2309,1,84,106,0,0,233,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
2309,2,382,442,0,1,870,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0
2310,1,83,104,0,0,200,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
2310,2,377,442,0,1,877,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0
2311,1,74,90,0,0,190,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
2311,2,375,451,0,1,853,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0
2312,1,77,97,0,0,196,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0
2312,2,357,453,0,1,807,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0
2313,1,67,93,0,0,188,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
2313,2,367,452,0,1,780,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0
2314,1,78,104,0,0,190,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
2314,2,357,435,0,1,749,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0
2315,1,71,104,0,0,195,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2315,2,350,425,0,1,711,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0
2316,1,68,111,0,0,184,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0
2316,2,341,424,0,1,684,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0
2317,1,64,122,0,0,188,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2317,2,343,422,0,1,645,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0
