"Time","mWW","mWH","mWR","mWB","mHH","mHR","mHB","mRR","mRB","mBB","fWW","fWH","fWR","fWB","fHH","fHR","fHB","fRR","fRB","fBB"
75,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
