"Time","mWW","mWH","mWR","mWB","mHH","mHR","mHB","mRR","mRB","mBB","fWW","fWH","fWR","fWB","fHH","fHR","fHB","fRR","fRB","fBB"
25,5645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,5227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,7228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,8413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,8405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,8698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,8517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,8559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,8634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,8809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,8888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,8910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,8468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,8427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,8296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,8036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,7967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,7978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,7611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,7318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,7308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,7197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,6993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,6878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,6674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,6599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,6464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,6299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,6150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,5961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,5690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,5607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,5564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,5511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,4745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,4678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,4581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,3523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,4638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,5570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,5821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,6169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,6328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,7230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,7462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,7777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,7996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,8394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,8449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,8587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,8688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,8798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,8856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,9057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,9114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,9129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,9353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,9314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,9468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,9473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,9381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,9531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,9512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,9356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,9123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,9134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,9168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,9029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,8844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,8903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,8858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,8705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,8734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,8689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,8572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,8421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,8426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,8302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,8156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,8016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,7986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,7829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,7674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,7542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,7616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,7419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,7288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,7176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,6992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,6934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,6818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,6674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,6186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,6187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,6096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,6069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,5952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,5976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,6064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,6137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,6265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,6699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,6722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,7128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,7459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,7732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,7825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,7891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,8058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,8168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,8347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,8547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,8499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,8667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,8915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,9142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,9272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,9460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,9459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,9697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,9661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,9887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,9921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,10592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,10308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,10419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,10367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,10344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,10344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,10417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,10557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,10503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,10433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,10496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,10367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,10474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,10418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,10254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,10063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,10007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,9860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,9841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,9871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,9712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,9687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,9654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,9635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,9608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,9539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,9543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,9345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,9124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,9132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,9054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
